asset_id_quote,rate,time,primary_coin
DBC,171115.67419575632,2018-03-28T16:48:12.2069663Z,BTC
DCN,22222222.222222224,2018-03-28T16:49:50.9521433Z,BTC
DENT,744878.95716946,2018-03-28T16:49:14.4800556Z,BTC
DGB,368663.5944700461,2018-03-28T16:52:05.6254759Z,BTC
DGD,26.319425710131004,2018-03-28T16:52:08.7940000Z,BTC
DIME,-2.0000000200000003,2018-03-28T16:48:04.2994755Z,BTC
DKK,47303.197327006616,2018-03-28T16:52:09.6345810Z,BTC
DLT,42725.91326639607,2018-03-28T16:52:05.3710000Z,BTC
DMT,7301.668431236538,2018-03-28T16:51:01.8055821Z,BTC
DNA,36663.611365719524,2018-03-28T16:48:28.0838887Z,BTC
DOGE,2515723.2704402516,2018-03-28T16:52:05.6254759Z,BTC
DOLLAR,262812.0893561104,2018-03-28T16:47:25.1195783Z,BTC
DPC,269905.5330634278,2018-03-28T16:51:20.3404724Z,BTC
DPY,9933.939303630856,2018-03-28T16:48:28.0838887Z,BTC
DRGN,10757.314974182444,2018-03-28T16:49:35.9690000Z,BTC
DSH,22.322549681624636,2018-03-28T16:52:09.3602966Z,BTC
DTA,746993.3517591694,2018-03-28T16:48:26.5211725Z,BTC
ECH,19183.732195098557,2018-03-28T16:49:36.1600000Z,BTC
ECO,50981.39179199592,2018-03-28T16:48:18.4041103Z,BTC
EDO,4957.735306511985,2018-03-28T16:52:09.9228650Z,BTC
EDR,411522.633744856,2018-03-28T16:51:59.0325752Z,BTC
EDRC,90252.70758122744,2018-03-28T16:48:33.4617721Z,BTC
EGOLD,600600.6006006006,2018-03-28T16:51:22.4798386Z,BTC
EKO,191656.2453583253,2018-03-28T16:50:19.9800000Z,BTC
ELF,12128.56276531231,2018-03-28T16:52:09.9072414Z,BTC
ELI,584795.3216374269,2018-03-28T16:51:33.6624159Z,BTC
ELIX,40281.97381671702,2018-03-28T16:49:46.4682224Z,BTC
EMC2,45264.229942288104,2018-03-28T16:52:05.6254759Z,BTC
EMD,749063.670411985,2018-03-28T16:48:35.4748416Z,BTC
ENJ,61387.354205033764,2018-03-28T16:52:07.4700000Z,BTC
EOS,1281.4187868808344,2018-03-28T16:52:09.4696868Z,BTC
EOT,1739130.4347826086,2018-03-28T16:49:03.2134474Z,BTC
ETC,490.3850694194698,2018-03-28T16:52:09.9072414Z,BTC
ETH,17.637327686384392,2018-03-28T16:52:10.0635041Z,BTC
ETHOS,2726.169867644453,2018-03-28T16:50:36.0388021Z,BTC
ETP,9704.02717127608,2018-03-28T16:51:56.2493519Z,BTC
EUR,6349.394516979169,2018-03-28T16:52:10.1104164Z,BTC
EVC,53092.64666843642,2018-03-28T16:47:31.8612904Z,BTC
EVIL,673400.6734006734,2018-03-28T16:51:33.5062155Z,BTC
EVX,6339.786098801678,2018-03-28T16:52:07.4480000Z,BTC
EXC,2631578.947368421,2018-03-28T16:51:36.2314696Z,BTC
EXP,4798.406928899605,2018-03-28T16:52:05.6254759Z,BTC
EXY,56322.16277105041,2018-03-28T16:47:12.7530000Z,BTC
FCT,330.8609746998884,2018-03-28T16:52:05.6254759Z,BTC
FLIXX,133689.83957219252,2018-03-28T16:50:44.7830000Z,BTC
FLO,101574.4032503809,2018-03-28T16:52:05.6254759Z,BTC
FOTA,147983.72179060304,2018-03-28T16:50:58.1955447Z,BTC
FUEL,113410.83073433513,2018-03-28T16:52:08.3820000Z,BTC
FUN,211193.24181626187,2018-03-28T16:52:09.3602966Z,BTC
GAME,6033.728542552871,2018-03-28T16:52:05.6254759Z,BTC
GAS,427.0296988479806,2018-03-28T16:52:05.6254759Z,BTC
GAT,966183.5748792271,2018-03-28T16:48:00.6590000Z,BTC
GB,225225.22522522524,2018-03-28T16:50:43.1802012Z,BTC
GBP,5561.441093275555,2018-03-28T16:52:10.4541755Z,BTC
GHS,149812.73408239702,2018-03-28T16:52:04.2034313Z,BTC
GNO,117.18740844733715,2018-03-28T16:52:05.6254759Z,BTC
GNT,31510.950055144163,2018-03-28T16:52:05.6254759Z,BTC
GNX,20678.2464846981,2018-03-28T16:51:36.1950000Z,BTC
GOD,264.2007926023778,2018-03-28T16:50:29.2060221Z,BTC
GRX,301659.12518853694,2018-03-28T16:49:23.2686538Z,BTC
GTC,153022.18821729152,2018-03-28T16:48:28.0838887Z,BTC
GTO,35650.623885918,2018-03-28T16:48:28.0838887Z,BTC
GVT,317.1180313312615,2018-03-28T16:52:09.8210000Z,BTC
GXS,2723.3115468409587,2018-03-28T16:52:10.0100000Z,BTC
HAT,3249.0212323537535,2018-03-28T16:48:16.5990000Z,BTC
HKD,61765.92787743224,2018-03-28T16:52:10.7354595Z,BTC
HKN,3559.98576005696,2018-03-28T16:48:23.2395301Z,BTC
HMC,257400.2574002574,2018-03-28T16:48:28.0838887Z,BTC
HOT,289226.3195950831,2018-03-28T16:50:25.0000000Z,BTC
HPB,3149.6062992125985,2018-03-28T16:48:31.4000000Z,BTC
HRK,47249.23665205331,2018-03-28T16:52:10.7979669Z,BTC
HSR,1263.5209888839397,2018-03-28T16:51:44.6500000Z,BTC
HST,11902.636433970125,2018-03-28T16:51:42.3600000Z,BTC
HTML,15384615.384615384,2018-03-28T16:48:22.3964210Z,BTC
HUC,65487.88474132286,2018-03-28T16:52:05.6254759Z,BTC
HUF,1983911.827018485,2018-03-28T16:52:10.7979669Z,BTC
HYP,5.6e-07,2018-03-28T22:22:31.0000000Z,BTC
IBANK,2040816.3265306123,2018-03-28T16:50:59.2839243Z,BTC
ICE,154440.15444015444,2018-03-28T16:52:05.7320000Z,BTC
ICN,8583.690987124464,2018-03-28T16:49:45.8234942Z,BTC
ICX,2778.356602069876,2018-03-28T16:52:09.9420000Z,BTC
IDR,108289488.67608412,2018-03-28T16:52:10.7979669Z,BTC
IFT,168776.37130801688,2018-03-28T16:50:11.0205101Z,BTC
ILS,27521.848720595302,2018-03-28T16:52:10.9386160Z,BTC
IND,199700.44932601097,2018-03-28T16:49:42.9328236Z,BTC
ING,77911.95948578107,2018-03-28T16:48:55.8150000Z,BTC
INR,512947.0019487603,2018-03-28T16:52:10.9386160Z,BTC
INS,6034.092623321768,2018-03-28T16:52:09.5130000Z,BTC
INT,61519.532451553365,2018-03-28T16:48:28.0838887Z,BTC
IOST,309358.08197989175,2018-03-28T16:52:09.8330000Z,BTC
IOTA,6580.462606521239,2018-03-28T16:52:10.0322516Z,BTC
IPC,13900.472616068946,2018-03-28T16:48:28.0838887Z,BTC
ITC,8759.635599159075,2018-03-28T16:50:30.6453833Z,BTC
JNT,29116.319697190276,2018-03-28T16:49:27.3096857Z,BTC
JPY,835438.214571158,2018-03-28T16:52:11.0948773Z,BTC
KCASH,95374.34430138292,2018-03-28T16:48:28.0838887Z,BTC
KCS,3051.2456710452043,2018-03-28T16:52:01.9060000Z,BTC
KDC,465116.27906976745,2018-03-28T16:51:43.4904817Z,BTC
KEK,78740.15748031496,2018-03-28T16:47:58.5731123Z,BTC
KEY,954653.937947494,2018-03-28T16:50:03.0000000Z,BTC
KNC,6674.453529117303,2018-03-28T16:50:39.1620203Z,BTC
KRW,8389107.427122707,2018-03-28T16:52:11.1730369Z,BTC
LA,45243.750706933606,2018-03-28T16:50:40.0000000Z,BTC
LDC,836820.0836820083,2018-03-28T16:48:45.8438252Z,BTC
LEDU,500000.0,2018-03-28T16:47:55.3434677Z,BTC
LEND,150206.53398422833,2018-03-28T16:52:08.8240000Z,BTC
LEO,251001.0,2018-03-28T23:46:55.0000000Z,BTC
LET,213268.49970942168,2018-03-28T16:52:06.6690000Z,BTC
LEV,252844.50063211125,2018-03-28T16:49:29.9575264Z,BTC
LIGHT,8000000.0,2018-03-28T16:48:28.0838887Z,BTC
LINK,22760.896779333107,2018-03-28T16:52:10.9920000Z,BTC
LOCI,82953.1314807134,2018-03-28T16:50:24.4258836Z,BTC
LSK,818.8164008925099,2018-03-28T16:52:05.6254759Z,BTC
LTC,59.308465634162744,2018-03-28T16:52:11.2823991Z,BTC
LTT,180831.82640144665,2018-03-28T16:49:10.2842187Z,BTC
MAG,668896.3210702341,2018-03-28T16:48:28.0838887Z,BTC
MAID,29744.1998810232,2018-03-28T16:52:05.6254759Z,BTC
MDA,9263.977025336977,2018-03-28T16:52:06.9290000Z,BTC
MDS,76306.75314765357,2018-03-28T16:51:23.4173148Z,BTC
MDT,130208.33333333333,2018-03-28T16:48:46.7014792Z,BTC
MEC,386100.3861003861,2018-03-28T16:47:26.0768742Z,BTC
MEE,151517.447234049,2018-03-28T16:51:31.9183496Z,BTC
MGO,24588.148512417014,2018-03-28T16:49:22.8077722Z,BTC
MIX,840336.1344537815,2018-03-28T16:52:07.8255919Z,BTC
MKR,13.473852137272953,2018-03-28T16:48:28.0838887Z,BTC
MLM,151873.65360350252,2018-03-28T16:50:05.0000000Z,BTC
MLN,126.34637859692347,2018-03-28T16:50:07.7531319Z,BTC
MOD,3291.9101308534277,2018-03-28T16:51:56.6830000Z,BTC
MOF,38087.98324128737,2018-03-28T16:50:37.2623498Z,BTC
MONK,2418.408928765765,2018-03-28T16:50:35.1338501Z,BTC
MOON,66666666.666666664,2018-03-28T16:51:51.4998351Z,BTC
MOT,28989.70865342803,2018-03-28T16:51:01.3749447Z,BTC
MRT,55157.19801434087,2018-03-28T16:48:13.9261928Z,BTC
MTH,73407.96476417691,2018-03-28T16:52:11.0640000Z,BTC
MTL,1780.7060499488048,2018-03-28T16:52:10.9260000Z,BTC
MWAT,310559.0062111801,2018-03-28T16:51:29.9210000Z,BTC
MXN,144566.99651460256,2018-03-28T16:52:11.7512037Z,BTC
MXT,12313.754463735993,2018-03-28T16:52:04.8460000Z,BTC
MYR,30357.640897258952,2018-03-28T16:52:11.7512037Z,BTC
NANO,1198.8251513516755,2018-03-28T16:52:06.9160000Z,BTC
NAS,1251.102534108183,2018-03-28T16:51:43.0602802Z,BTC
NCASH,251414.20490257698,2018-03-28T16:52:10.4700000Z,BTC
NEBL,811.2438396170929,2018-03-28T16:52:09.7450000Z,BTC
NEO,138.91686520201986,2018-03-28T16:52:11.5793086Z,BTC
NEOS,3416.642465449203,2018-03-28T16:52:11.5949350Z,BTC
NEU,20691.08214359611,2018-03-28T16:49:51.0000000Z,BTC
NEVA,76481.83556405353,2018-03-28T16:47:46.1997043Z,BTC
NGN,2847895.75,2018-03-28T16:51:10.3223828Z,BTC
NMC,5122.88520894968,2018-03-28T16:52:11.5949350Z,BTC
NMS,7667.829620825825,2018-03-28T16:50:21.0695211Z,BTC
NOK,61212.35483555834,2018-03-28T16:52:11.9074732Z,BTC
NSR,22222222.222222224,2018-03-28T16:49:20.6290000Z,BTC
NULS,3084.9439311440515,2018-03-28T16:52:10.9250000Z,BTC
NXC,61124.69437652812,2018-03-28T16:52:11.5949350Z,BTC
NZD,10839.747350913773,2018-03-28T16:52:11.9699789Z,BTC
OAX,14365.752047119668,2018-03-28T16:51:49.0860000Z,BTC
OBITS,22547.91431792559,2018-03-28T16:48:06.8751828Z,BTC
OC,1754385.9649122807,2018-03-28T16:51:24.9700000Z,BTC
OCL,282087.44710860366,2018-03-28T16:49:33.4518509Z,BTC
OF,6451612.903225807,2018-03-28T16:48:28.0838887Z,BTC
OMG,808.8978766430738,2018-03-28T16:52:11.7980849Z,BTC
OMNI,323.6219771684695,2018-03-28T16:52:11.5949350Z,BTC
ONG,72542.61878853827,2018-03-28T16:52:10.9700000Z,BTC
ONION,4296.916962079707,2018-03-28T16:52:00.5795430Z,BTC
ONT,3053.2719625668856,2018-03-28T16:52:11.0550000Z,BTC
OST,46838.4074941452,2018-03-28T16:52:11.4855467Z,BTC
PASC,10250.10250102501,2018-03-28T16:52:11.5949350Z,BTC
PBT,2.0138750756638037,2018-03-28T16:47:46.0000000Z,BTC
PCS,95283.46831824679,2018-03-28T16:49:38.1320369Z,BTC
PEPECASH,261437.90849673204,2018-03-28T16:51:50.8316014Z,BTC
PHP,411834.21955831867,2018-03-28T16:52:12.1887561Z,BTC
PINK,446428.5714285714,2018-03-28T16:52:11.5949350Z,BTC
PIPL,202020.202020202,2018-03-28T16:49:56.6118163Z,BTC
PIZZA,5714285.714285715,2018-03-28T16:50:55.4847315Z,BTC
PLBT,4098.276674658307,2018-03-28T16:47:21.6592510Z,BTC
PLN,26708.629607475505,2018-03-28T16:52:12.2668904Z,BTC
PND,2.75e-08,2018-03-28T21:11:57.0000000Z,BTC
PNX,408997.95501022495,2018-03-28T16:49:30.8430000Z,BTC
POA,17352.826341590386,2018-03-28T16:52:11.9850000Z,BTC
POE,244349.4196701283,2018-03-28T16:52:11.0440000Z,BTC
POLIS,2488.7384584753986,2018-03-28T16:49:40.1706885Z,BTC
POST,362318.84057971014,2018-03-28T16:50:45.1778434Z,BTC
POSW,36886.75765400221,2018-03-28T16:47:50.2063293Z,BTC
POT,77339.52049497294,2018-03-28T16:52:11.5949350Z,BTC
PPT,531.7381189764042,2018-03-28T16:52:02.3080000Z,BTC
PPY,2128.6559666226744,2018-03-28T16:48:49.0288034Z,BTC
PRA,36172.90649303672,2018-03-28T16:51:59.6948420Z,BTC
PRL,7404.527868791766,2018-03-28T16:49:24.1843112Z,BTC
PROPY,9514.068929429393,2018-03-28T16:52:01.0155451Z,BTC
PST,47835.44606553456,2018-03-28T16:48:57.7666894Z,BTC
PURA,22106.775726760254,2018-03-28T16:49:36.7326892Z,BTC
QASH,12269.185939512914,2018-03-28T16:52:10.3135347Z,BTC
QBIC,21874.65820846549,2018-03-28T16:49:51.2656707Z,BTC
QLC,39474.98272969505,2018-03-28T16:51:27.0000000Z,BTC
QRK,1.4075e-06,2018-03-28T22:59:31.0000000Z,BTC
QSP,62745.957154745665,2018-03-28T16:52:11.8070000Z,BTC
QTL,461893.76443418016,2018-03-28T16:47:58.2978297Z,BTC
QUN,298438.4209623147,2018-03-28T16:48:33.6460000Z,BTC
QVT,27326.137450471375,2018-03-28T16:48:28.0838887Z,BTC
R,8584.073449874279,2018-03-28T16:52:02.0000000Z,BTC
RBIES,425531.91489361704,2018-03-28T16:48:31.8686281Z,BTC
RBT,3773584.9056603773,2018-03-28T16:51:35.4049326Z,BTC
RCN,82000.82000820008,2018-03-28T16:52:09.1727744Z,BTC
RCT,236966.82464454975,2018-03-28T16:48:28.0838887Z,BTC
RDN,4793.519162092851,2018-03-28T16:48:43.9607584Z,BTC
READ,465116.27906976745,2018-03-28T16:48:28.0838887Z,BTC
REF,1265.8067619397223,2018-03-28T16:48:28.0838887Z,BTC
REM,787401.5748031496,2018-03-28T16:47:54.0000000Z,BTC
REN,181488.20326678766,2018-03-28T16:48:28.0838887Z,BTC
REP,240.85677572260045,2018-03-28T16:52:11.5949350Z,BTC
REQ,36484.78629618783,2018-03-28T16:51:34.9970000Z,BTC
RFR,990099.0099009901,2018-03-28T16:48:52.0000000Z,BTC
RHOC,7348.888480617306,2018-03-28T16:50:36.1929125Z,BTC
RIC,96525.09652509652,2018-03-28T16:52:11.5949350Z,BTC
RIYA,12284.257723727043,2018-03-28T16:48:51.6126131Z,BTC
RKT,56529.11249293386,2018-03-28T16:51:24.3549204Z,BTC
RNT,205549.84583761563,2018-03-28T16:48:28.0838887Z,BTC
RON,29535.53414355861,2018-03-28T16:52:12.6263209Z,BTC
RPX,88963.33414373675,2018-03-28T16:52:11.7680000Z,BTC
RUB,452794.8156681669,2018-03-28T16:52:12.6263209Z,BTC
RUFF,127812.67773950499,2018-03-28T16:47:51.0950660Z,BTC
RUR,456018.67257,2018-03-28T16:51:38.0000000Z,BTC
SAN,6723.028051834546,2018-03-28T16:52:10.5791903Z,BTC
SBTC,944.7019608205558,2018-03-28T16:51:46.5433149Z,BTC
SEK,65260.67511999624,2018-03-28T16:52:12.7825775Z,BTC
SGD,10293.157455210301,2018-03-28T16:52:12.7825775Z,BTC
SHOW,3174603.1746031744,2018-03-28T16:48:28.0838887Z,BTC
SLG,87719.29824561403,2018-03-28T16:48:24.4401812Z,BTC
SLL,2112934.5,2018-03-28T16:52:01.7064966Z,BTC
SMT,232828.8707799767,2018-03-28T16:49:31.2700000Z,BTC
SNC,39799.870214772236,2018-03-28T16:49:46.1350000Z,BTC
SNGLS,120120.12012012012,2018-03-28T16:52:11.2880000Z,BTC
SNM,63623.47433191773,2018-03-28T16:52:12.0980000Z,BTC
SNOV,279720.27972027974,2018-03-28T16:51:09.5430000Z,BTC
SOC,196937.6200088622,2018-03-28T16:50:01.4760000Z,BTC
SPC,149588.63126402395,2018-03-28T16:51:36.1844569Z,BTC
SPF,50607.287449392716,2018-03-28T16:48:28.0838887Z,BTC
SPHTX,29713.266973703758,2018-03-28T16:52:06.8990000Z,BTC
SPK,61368.5179502915,2018-03-28T16:52:12.0324871Z,BTC
SSC,183402.10912425493,2018-03-28T16:51:37.5364258Z,BTC
STC,288600.2886002886,2018-03-28T16:48:28.0838887Z,BTC
STK,114057.5990875392,2018-03-28T16:50:13.1760000Z,BTC
STORM,201106.08345902464,2018-03-28T16:52:12.6730000Z,BTC
STR,36347.11494775102,2018-03-28T16:52:11.5949350Z,BTC
STU,324675.32467532466,2018-03-28T16:52:03.5800000Z,BTC
SUB,19202.150640871776,2018-03-28T16:52:13.0980000Z,BTC
SUP,3030303.0303030303,2018-03-28T16:50:55.1483341Z,BTC
SWFTC,819672.131147541,2018-03-28T16:48:28.0838887Z,BTC
TAAS,1681.6473417359646,2018-03-28T16:48:13.3468813Z,BTC
TCT,432900.4329004329,2018-03-28T16:49:57.0851900Z,BTC
TDX,43734.96610540127,2018-03-28T16:48:00.8617857Z,BTC
TEL,3636363.6363636362,2018-03-28T16:51:41.5000000Z,BTC
TFL,9152.899180815522,2018-03-28T16:51:53.2333660Z,BTC
THB,245959.1047518613,2018-03-28T16:52:13.3764024Z,BTC
THETA,59934.072520227746,2018-03-28T16:50:35.1310000Z,BTC
THS,18628.912071535022,2018-03-28T16:47:43.1470597Z,BTC
TIE,41059.33073290905,2018-03-28T16:50:56.7736169Z,BTC
TIME,684.1442723441519,2018-03-28T16:50:28.1791758Z,BTC
TIO,45528.27829422586,2018-03-28T16:52:02.8660000Z,BTC
TNB,232288.03716608594,2018-03-28T16:52:12.7044441Z,BTC
TNC,72280.44813877846,2018-03-28T16:52:08.4227486Z,BTC
TNT,90909.09090909091,2018-03-28T16:52:12.9360000Z,BTC
TOA,2000000.0,2018-03-28T16:50:43.2171208Z,BTC
TOPC,312012.48049921996,2018-03-28T16:48:28.0838887Z,BTC
TRIG,7708.614376565813,2018-03-28T16:52:13.0680000Z,BTC
TROLL,6451612.903225807,2018-03-28T16:47:45.1722372Z,BTC
TRUE,14176.353841791892,2018-03-28T16:48:28.0838887Z,BTC
TRUMP,113378.68480725624,2018-03-28T16:49:54.2115553Z,BTC
TRY,31462.88248659663,2018-03-28T16:52:13.5014175Z,BTC
UAH,206427.5,2018-03-28T22:51:31.0000000Z,BTC
UBTC,432.66745737354603,2018-03-28T16:52:12.7948589Z,BTC
UGC,205973.2234809475,2018-03-28T16:51:18.4556580Z,BTC
USD,7870.6405655419585,2018-03-28T16:52:13.6889387Z,BTC
USDT,7889.1159371525,2018-03-28T16:52:13.5170430Z,BTC
UTK,50282.8409805154,2018-03-28T16:51:25.9920000Z,BTC
VEN,2714.9102228842175,2018-03-28T16:52:10.6630000Z,BTC
VIU,813008.1300813009,2018-03-28T16:48:28.0838887Z,BTC
VSL,69036.93476009666,2018-03-28T16:50:23.3133678Z,BTC
VZT,77851.30400934216,2018-03-28T16:50:45.5065539Z,BTC
WABI,10153.31505736623,2018-03-28T16:52:13.0870000Z,BTC
WCT,7685.213648939441,2018-03-28T16:49:13.2922644Z,BTC
WISH,63071.5862503942,2018-03-28T16:48:12.3325169Z,BTC
WPR,79728.92166633446,2018-03-28T16:52:05.3600000Z,BTC
WRC,154559.5054095827,2018-03-28T16:48:28.0838887Z,BTC
WTC,581.9790196563414,2018-03-28T16:52:11.0600000Z,BTC
XAS,14326.647564469915,2018-03-28T16:51:24.2142818Z,BTC
XBC,204.26985273164968,2018-03-28T16:52:13.5170430Z,BTC
XCN,1.375e-07,2018-03-28T21:51:58.0000000Z,BTC
XCPO,281690.1408450704,2018-03-28T16:48:13.3340239Z,BTC
XEM,31550.71777882947,2018-03-28T16:52:13.5170430Z,BTC
XID,46587.46797111577,2018-03-28T16:48:55.6347352Z,BTC
XLM,36304.22944273008,2018-03-28T16:51:02.1956588Z,BTC
XLR,1078.1089968195784,2018-03-28T16:51:30.4806484Z,BTC
XMR,41.04915903614112,2018-03-28T16:52:13.5170430Z,BTC
XPM,11522.728582128248,2018-03-28T16:52:13.5170430Z,BTC
XRL,61785.60395427865,2018-03-28T16:49:48.3412369Z,BTC
XRP,13845.431505784629,2018-03-28T16:52:13.5170430Z,BTC
XSH,277777.77777777775,2018-03-28T16:51:42.9290000Z,BTC
XUC,1357.846997800288,2018-03-28T16:48:28.0838887Z,BTC
XVC,28026.905829596413,2018-03-28T16:52:13.5170430Z,BTC
XVP,508905.8524173028,2018-03-28T16:51:31.4289361Z,BTC
YEE,586106.3489970255,2018-03-28T16:51:12.2754854Z,BTC
YOYOW,90538.70529651426,2018-03-28T16:52:12.7825775Z,BTC
ZAR,92068.14254049552,2018-03-28T16:52:14.3765194Z,BTC
ZEC,37.44413440589893,2018-03-28T16:52:14.1733996Z,BTC
ZET,251001.0,2018-03-28T23:36:28.0000000Z,BTC
ZIL,161520.61253077755,2018-03-28T16:52:11.4670000Z,BTC
ZLA,35631.569570639585,2018-03-28T16:51:31.2932640Z,BTC
ZRC,7655.502392344498,2018-03-28T16:52:02.1256209Z,BTC
ZRX,12749.410339771786,2018-03-28T16:52:14.3921731Z,BTC
asset_id_quote,rate,time,primary_coin
1ST,43754.101947057534,2018-03-28T16:50:06.2296016Z,BTC
2GIVE,1282051.282051282,2018-03-28T16:51:51.4605019Z,BTC
ABT,12341.10823151919,2018-03-28T16:51:45.8064474Z,BTC
ABY,1223241.5902140674,2018-03-28T16:51:35.8975360Z,BTC
ACP,1142857.142857143,2018-03-28T16:49:57.1287592Z,BTC
ACT,32557.382386456127,2018-03-28T16:51:33.6798359Z,BTC
ADA,50308.13734121494,2018-03-28T16:51:39.8015142Z,BTC
ADT,250941.0288582183,2018-03-28T16:51:35.8975360Z,BTC
